index,date,title,production budget,domestric budget,worldwide gross
1624,"Oct 25, 2019",Countdown,"$6,500,000","$25,621,766","$42,176,201"
1625,"Oct 31, 2019",Doctor Sleep,"$45,000,000","$31,581,712","$71,720,838"
1626,"Nov 1, 2019",The Irishman,"$159,000,000",$0,"$914,706"
1627,"Nov 1, 2019",The Aeronauts,"$80,000,000",$0,"$6,628,721"
1628,"Nov 1, 2019",Arctic Dogs,"$50,000,000","$5,801,249","$11,285,154"
1629,"Nov 1, 2019",Motherless Brooklyn,"$26,000,000","$9,277,736","$18,477,276"
1630,"Nov 1, 2019",Harriet,"$17,000,000","$43,082,155","$44,035,587"
1631,"Nov 7, 2019",Midway,"$100,000,000","$56,846,802","$126,815,030"
1632,"Nov 7, 2019",Last Christmas,"$30,000,000","$35,150,750","$123,429,381"
1633,"Nov 7, 2019",Honey Boy,"$3,500,000","$3,012,615","$3,415,721"
1634,"Nov 8, 2019",Klaus,"$40,000,000",$0,$0
1635,"Nov 8, 2019",The Good Liar,"$10,000,000","$17,156,058","$33,209,936"
1636,"Nov 8, 2019",The Report,"$8,000,000",$0,"$242,788"
1637,"Nov 8, 2019",J’ai perdu mon corps,"$4,500,000",$0,"$1,639,538"
1638,"Nov 8, 2019",Crown Vic,"$3,600,000","$3,868","$3,868"
1639,"Nov 12, 2019",Lady and the Tramp,"$60,000,000",$0,$0
1640,"Nov 13, 2019",Charlie’s Angels,"$48,000,000","$17,801,306","$73,235,048"
1641,"Nov 14, 2019",Ford v. Ferrari,"$97,600,000","$117,624,357","$224,390,706"
1642,"Nov 20, 2019",Frozen II,"$150,000,000","$477,373,578","$1,451,653,316"
1643,"Nov 22, 2019",A Beautiful Day in the Neighborhood,"$45,000,000","$61,696,436","$68,590,003"
1644,"Nov 22, 2019",21 Bridges,"$33,000,000","$28,539,757","$42,657,631"
1645,"Nov 27, 2019",Knives Out,"$40,000,000","$165,364,060","$312,898,746"
1646,"Nov 27, 2019",Queen & Slim,"$20,000,000","$43,808,310","$48,266,163"
1647,"Nov 27, 2019",Marriage Story,"$18,000,000",$0,"$321,463"
1648,"Nov 29, 2019",Underwater,"$65,000,000","$17,291,078","$39,177,495"
1649,"Nov 29, 2019",Bloodshot,"$45,000,000","$10,021,787","$37,163,054"
1650,"Dec 4, 2019",Jumanji: The Next Level,"$125,000,000","$316,831,246","$795,356,912"
1651,"Dec 6, 2019",Grand Isle,"$5,000,000",$0,"$5,444"
1652,"Dec 6, 2019",The Islands,"$1,200,000",$0,$0
1653,"Dec 13, 2019",6 Underground,"$150,000,000",$0,$0
1654,"Dec 13, 2019",Richard Jewell,"$45,000,000","$22,345,542","$43,092,210"
1655,"Dec 13, 2019",Bombshell,"$32,000,000","$31,762,808","$61,404,394"
1656,"Dec 13, 2019",Black Christmas,"$5,000,000","$10,429,730","$18,526,087"
1657,"Dec 17, 2019",Cats,"$100,000,000","$27,166,770","$75,323,946"
1658,"Dec 18, 2019",Star Wars: The Rise of Skywalker,"$275,000,000","$515,202,542","$1,072,767,997"
1659,"Dec 19, 2019",Baekdusan,"$17,700,000","$372,562","$59,505,509"
1660,"Dec 19, 2019",Pinocchio,"$13,200,000","$1,831,718","$30,360,375"
1661,"Dec 25, 2019",1917,"$100,000,000","$159,227,644","$389,140,440"
1662,"Dec 25, 2019",Spies in Disguise,"$100,000,000","$66,757,013","$165,124,093"
1663,"Dec 25, 2019",Little Women,"$42,000,000","$108,095,955","$218,838,386"
1664,"Dec 25, 2019",Just Mercy,"$25,000,000","$36,001,502","$50,394,773"
1665,"Dec 27, 2019",The Gentlemen,"$22,000,000","$36,471,796","$113,152,222"
1666,"Dec 31, 2019",The Grudge,"$10,000,000","$21,216,148","$49,503,117"
1667,"Jan 3, 2020",The Call of the Wild,"$125,000,000","$62,342,368","$107,351,191"
1668,"Jan 3, 2020",Patients of a Saint,"$4,000,000",$0,"$593,148"
1669,"Jan 8, 2020",Dolittle,"$175,000,000","$77,047,065","$251,509,294"
1670,"Jan 10, 2020",Like a Boss,"$29,000,000","$22,169,514","$26,563,888"
1671,"Jan 10, 2020",My Spy,"$18,000,000",$0,"$7,074,124"
1672,"Jan 10, 2020",Seberg,"$8,000,000","$448,009","$1,265,119"
1673,"Jan 10, 2020",El Principe,"$400,000",$0,$663
1674,"Jan 15, 2020",Bad Boys For Life,"$90,000,000","$204,417,855","$424,471,663"
1675,"Jan 23, 2020",The Turning,"$12,000,000","$15,472,775","$18,460,739"
1676,"Jan 24, 2020",The Last Full Measure,"$20,000,000","$2,949,212","$3,321,111"
1677,"Jan 24, 2020",The Personal History of David Copperfield,"$15,600,000","$1,876,298","$14,630,654"
1678,"Jan 30, 2020",Gretel & Hansel,"$5,000,000","$15,347,654","$22,052,456"
1679,"Jan 31, 2020",The Rhythm Section,"$50,000,000","$5,437,971","$5,983,043"
1680,"Jan 31, 2020",Sound of Metal,"$5,400,000",$0,"$516,819"
1681,"Jan 31, 2020",The Assistant,"$1,780,000","$1,100,310","$1,350,609"
1682,"Feb 5, 2020",Birds of Prey (And the Fantabulous Emancipation…,"$82,000,000","$84,158,461","$201,005,552"
1683,"Feb 7, 2020",Timmy Failure: Mistakes Were Made,"$40,000,000",$0,$0
1684,"Feb 12, 2020",Fantasy Island,"$7,000,000","$26,441,782","$48,518,957"
1685,"Feb 13, 2020",Sonic The Hedgehog,"$90,000,000","$146,066,470","$302,536,124"
1686,"Feb 13, 2020",Emma.,"$10,000,000","$10,055,355","$27,365,788"
1687,"Feb 14, 2020",The Photograph,"$15,000,000","$20,578,185","$20,704,381"
1688,"Feb 14, 2020",Deux,"$2,750,000","$5,495","$1,327,823"
1689,"Feb 18, 2020",Monster Hunter,"$60,000,000","$15,162,470","$47,853,893"
1690,"Feb 20, 2020",Brahms: The Boy II,"$10,000,000","$12,611,536","$18,968,326"
1691,"Feb 21, 2020",Impractical Jokers: The Movie,"$3,000,000","$10,466,091","$10,466,091"
1692,"Feb 26, 2020",The Invisible Man,"$7,000,000","$64,914,050","$139,011,965"
1693,"Feb 28, 2020",Onward,"$200,000,000","$61,555,145","$133,357,601"
1694,"Mar 5, 2020",The Way Back,"$23,000,000","$13,590,514","$14,563,409"
1695,"Mar 6, 2020",The Banker,"$11,000,000",$0,"$2,990,000"
1696,"Mar 11, 2020",I Still Believe,"$12,000,000","$10,410,004","$16,703,751"
1697,"Mar 12, 2020",The Hunt,"$18,200,000","$5,812,500","$12,400,979"
1698,"Apr 24, 2020",Extraction,"$65,000,000",$0,$0
1699,"May 1, 2020",The Wretched,"$66,000","$1,815,440","$4,594,221"
1700,"May 9, 2020",Not Safe For Work,"$2,500,000",$0,$0
1701,"May 19, 2020",Firestarter,"$12,000,000","$9,739,250","$15,030,244"
1702,"May 22, 2020",The Lovebirds,"$16,000,000",$0,$0
1703,"Jun 12, 2020",Artemis Fowl,"$100,000,000",$0,$0
1704,"Jun 24, 2020",Summerland,"$1,100,000","$58,434","$1,414,596"
1705,"Jul 10, 2020",The Old Guard,"$70,000,000",$0,$0
1706,"Jul 10, 2020",Greyhound,"$50,300,000",$0,$0
1707,"Jul 10, 2020",Palm Springs,"$5,000,000",$0,"$1,818,417"
1708,"Jul 15, 2020",Ban-do,"$16,000,000","$1,224,525","$35,091,523"
1709,"Jul 16, 2020",Unhinged,"$33,000,000","$20,831,465","$37,339,104"
1710,"Jul 29, 2020",The Climb,"$3,000,000","$234,429","$1,027,043"
1711,"Jul 30, 2020",The Secret: Dare to Dream,"$9,400,000",$0,"$4,920,099"
1712,"Jul 31, 2020",The SpongeBob Movie: Sponge on the Run,"$60,000,000","$4,810,790","$4,810,790"
1713,"Jul 31, 2020",Greenland,"$34,000,000",$0,"$40,629,075"
1714,"Jul 31, 2020",Cut Throat City,"$8,000,000","$855,894","$864,907"
1715,"Aug 7, 2020",The Tax Collector,"$30,000,000","$1,044,212","$1,309,971"
1716,"Aug 14, 2020",Project Power,"$85,100,000",$0,$0
1717,"Aug 21, 2020",Words on Bathroom Walls,"$9,300,000","$2,542,518","$3,184,180"
1718,"Aug 23, 2020",Bill & Ted Face the Music,"$25,000,000","$3,439,660","$6,255,630"
1719,"Aug 26, 2020",Tenet,"$205,000,000","$58,504,105","$359,518,466"
1720,"Aug 26, 2020",The New Mutants,"$67,000,000","$23,855,569","$44,608,247"
1721,"Aug 28, 2020",The War with Grandpa,"$38,000,000","$21,277,892","$46,819,069"
1722,"Sep 1, 2020",Blood Quantum,"$4,500,000",$0,"$10,926"
1723,"Sep 4, 2020",Mulan,"$200,000,000",$0,"$69,973,540"
1724,"Sep 8, 2020",The Killing of Two Lovers,"$32,000","$72,110","$105,195"
1725,"Sep 18, 2020",The Man in the Hat,"$1,000,000",$0,"$206,973"
1726,"Oct 2, 2020",The Trial of the Chicago 7,"$35,000,000",$0,"$116,473"
1727,"Oct 8, 2020",Honest Thief,"$30,000,000","$14,163,574","$32,609,631"
1728,"Oct 9, 2020",Druk,"$5,700,000","$44,205","$21,698,895"
1729,"Oct 16, 2020",Love and Monsters,"$30,000,000","$1,070,714","$1,131,683"
1730,"Oct 16, 2020",Demon Slayer: Kimetsu no Yaiba—The Movie: Mugen…,"$15,750,000","$49,888,502","$507,119,058"
1731,"Oct 16, 2020",Sh*thouse,"$15,000","$18,148","$24,745"
1732,"Oct 23, 2020",All My Life,"$25,000,000","$913,935","$2,024,063"
1733,"Oct 29, 2020",Come Play,"$9,000,000","$10,475,990","$12,624,174"
1734,"Oct 30, 2020",Rogue City,"$13,000,000",$0,"$8,573"
1735,"Oct 30, 2020",Wolfwalkers,"$11,250,000",$0,"$3,241,142"
1736,"Nov 11, 2020",Hillbilly Elegy,"$45,000,000",$0,"$38,852"
1737,"Nov 12, 2020",Freaky,"$6,000,000","$9,030,855","$18,073,433"
1738,"Nov 13, 2020",Echo Boomers,"$2,500,000",$0,"$2,003,433"
1739,"Nov 25, 2020",The Croods: A New Age,"$65,000,000","$58,568,815","$214,790,246"
1740,"Dec 1, 2020",Host,"$35,000",$0,"$436,536"
1741,"Dec 9, 2020",The Midnight Sky,"$100,000,000",$0,"$75,615"
1742,"Dec 11, 2020",Minari,"$2,000,000","$2,964,816","$15,474,659"
1743,"Dec 16, 2020",Wonder Woman 1984,"$200,000,000","$46,801,036","$166,360,232"
1744,"Dec 25, 2020",News of the World,"$38,000,000","$12,668,325","$12,668,325"
1745,"Dec 25, 2020",The Father,"$6,000,000","$2,120,992","$36,427,155"
1746,"Dec 26, 2020",One Night in Miami,"$16,937,665",$0,$0
1747,"Jan 12, 2021",Lena and Snowball,"$400,000",$0,"$44,956"
1748,"Jan 15, 2021",The Marksman,"$23,000,000","$15,566,093","$23,855,847"
1749,"Jan 22, 2021",Our Friend,"$10,000,000","$657,511","$714,255"
1750,"Jan 25, 2021",Tang Ren Jie Tan An 3,"$117,000,000",$0,"$630,313,300"
1751,"Jan 28, 2021",The Little Things,"$30,000,000","$15,342,746","$29,735,222"
1752,"Jan 28, 2021",Occupation: Rainfall,"$17,000,000",$0,"$354,670"
1753,"Jan 29, 2021",Palmer,"$6,713,933",$0,$0
1754,"Jan 29, 2021",Nomadland,"$5,000,000","$3,700,000","$38,728,987"
1755,"Feb 3, 2021",Chaos Walking,"$100,000,000","$13,287,908","$27,072,169"
1756,"Feb 5, 2021",The Reckoning,"$3,500,000","$143,532","$465,177"
1757,"Feb 5, 2021",Malcolm & Marie,"$2,500,000",$0,$0
1758,"Feb 12, 2021",Tom and Jerry,"$50,000,000","$46,536,687","$132,370,100"
1759,"Feb 12, 2021",Judas and the Black Messiah,"$26,000,000","$5,478,009","$7,053,949"
1760,"Feb 19, 2021",Retfærdighedens Ryttere,"$6,400,000","$77,115","$1,280,591"
1761,"Feb 26, 2021",Cherry,"$40,000,000",$0,$0
1762,"Mar 2, 2021",Neeras,$86,$0,$0
1763,"Mar 5, 2021",Coming 2 America,"$60,000,000",$0,$0
1764,"Mar 7, 2021",The Conjuring: The Devil Made Me Do It,"$40,000,000","$65,631,050","$200,266,441"
1765,"Mar 7, 2021",Spirit Untamed,"$30,000,000","$17,716,215","$42,235,744"
1766,"Mar 19, 2021",Nobody,"$16,000,000","$27,568,035","$57,512,470"
1767,"Mar 25, 2021",Godzilla vs. Kong,"$155,000,000","$100,916,094","$468,043,852"
1768,"Mar 26, 2021",Peter Rabbit 2: The Runaway,"$45,000,000","$40,501,717","$150,572,678"
1769,"Apr 2, 2021",The Unholy,"$10,000,000","$15,532,137","$30,792,024"
1770,"Apr 8, 2021",Mortal Kombat,"$55,000,000","$42,326,031","$83,508,259"
1771,"Apr 8, 2021",Voyagers,"$29,000,000","$3,149,935","$4,131,781"
1772,"Apr 22, 2021",Wrath of Man,"$40,000,000","$27,466,489","$103,913,405"
1773,"May 12, 2021",Spiral,"$20,000,000","$23,216,862","$39,519,588"
1774,"May 14, 2021",Army of the Dead,"$90,000,000",$0,$0
1775,"May 14, 2021",The Woman in the Window,"$40,000,000",$0,$0
1776,"May 14, 2021",Profile,"$2,300,000","$1,744,740","$1,883,256"
1777,"May 20, 2021",F9: The Fast Saga,"$200,000,000","$173,005,945","$719,360,510"
1778,"May 26, 2021",A Quiet Place: Part II,"$61,000,000","$160,215,764","$296,650,356"
1779,"May 28, 2021",Bo Gia,"$1,000,000","$350,000","$350,000"
1780,"Jun 1, 2021",Spare Parts,"$1,000,000",$0,$0
1781,"Jun 10, 2021",In the Heights,"$55,000,000","$29,975,167","$43,646,976"
1782,"Jun 10, 2021",The Magic Flute,"$27,000,000",$0,$0
1783,"Jun 11, 2021",The Hitman’s Wife’s Bodyguard,"$70,000,000","$38,014,727","$67,387,455"
1784,"Jun 11, 2021",The House Next Door: Meet the Blacks 2,"$3,500,000","$2,893,660","$2,893,660"
1785,"Jun 22, 2021",Lansky,"$5,000,000","$61,030","$144,894"
1786,"Jun 30, 2021",Zola,"$5,000,000","$4,844,399","$5,170,200"
1787,"Jul 1, 2021",The Boss Baby: Family Business,"$82,000,000","$57,300,280","$146,281,732"
1788,"Jul 1, 2021",The Forever Purge,"$18,000,000","$44,539,245","$76,950,525"
1789,"Jul 1, 2021",Escape Room: Tournament of Champions,"$15,000,000","$25,314,753","$53,493,064"
1790,"Jul 2, 2021",The Tomorrow War,"$200,000,000",$0,"$19,220,000"
1791,"Jul 7, 2021",Black Widow,"$200,000,000","$183,651,655","$379,751,131"
1792,"Jul 7, 2021",Annette,"$15,500,000",$0,"$3,349,127"
1793,"Jul 14, 2021",Space Jam: A New Legacy,"$150,000,000","$70,592,228","$143,187,374"
1794,"Jul 21, 2021",Snake Eyes: G.I. Joe Origins,"$88,000,000","$28,264,325","$34,677,221"
1795,"Jul 21, 2021",Old,"$18,000,000","$48,276,510","$89,836,797"
1796,"Jul 23, 2021",Midnight in the Switchgrass,"$15,000,000",$0,"$97,518"
1797,"Jul 28, 2021",Jungle Cruise,"$200,000,000","$116,987,516","$210,469,803"
1798,"Jul 28, 2021",The Suicide Squad,"$185,000,000","$55,817,425","$167,097,737"
1799,"Jul 30, 2021",The Green Knight,"$15,000,000","$17,173,321","$20,022,491"
1800,"Jul 30, 2021",8 Days to Hell,"$100,000",$0,$0
1801,"Aug 11, 2021",PAW Patrol: The Movie,"$26,000,000","$40,127,371","$151,403,419"
1802,"Aug 12, 2021",Don’t Breathe 2,"$15,000,000","$32,638,038","$47,201,347"
1803,"Aug 13, 2021",CODA,"$10,000,000",$0,"$2,237,618"
1804,"Aug 18, 2021",Reminiscence,"$67,972,729","$3,900,193","$15,449,322"
1805,"Sep 1, 2021",Shang-Chi and the Legend of the Ten Rings,"$150,000,000","$224,543,292","$432,224,634"
1806,"Sep 2, 2021",Malignant,"$40,000,000","$13,391,791","$33,974,421"
1807,"Sep 15, 2021",Dune,"$165,000,000","$109,987,830","$431,131,509"
1808,"Sep 24, 2021",The Many Saints of Newark,"$50,000,000","$8,237,403","$12,732,039"
1809,"Sep 29, 2021",No Time to Die,"$250,000,000","$160,891,007","$758,929,771"
1810,"Sep 30, 2021",Venom: Let There be Carnage,"$110,000,000","$213,550,366","$501,546,922"
1811,"Oct 13, 2021",The Last Duel,"$100,000,000","$10,853,945","$30,080,003"
1812,"Oct 14, 2021",Halloween Kills,"$20,000,000","$92,002,155","$130,851,162"
1813,"Oct 15, 2021",Vuosisadan häät,"$1,450,175",$0,"$144,664"
1814,"Oct 27, 2021",Last Night in Soho,"$43,000,000","$10,127,625","$22,567,607"
1815,"Oct 27, 2021",Passing,"$10,000,000",$0,$0
1816,"Oct 29, 2021",A Mouthful of Air,"$2,300,000","$269,435","$269,435"
1817,"Nov 3, 2021",Eternals,"$200,000,000","$164,870,264","$401,731,759"
1818,"Nov 4, 2021",Red Notice,"$150,000,000",$0,"$173,638"
1819,"Nov 4, 2021",Annaatthe,"$24,000,000",$0,"$447,432"
1820,"Nov 4, 2021",Amina,"$250,000",$0,$0
1821,"Nov 10, 2021",Clifford the Big Red Dog,"$64,000,000","$48,947,356","$78,425,805"
1822,"Nov 17, 2021",The Power of the Dog,"$35,000,000",$0,"$732,269"
1823,"Nov 18, 2021",Ghostbusters: Afterlife,"$75,000,000","$129,360,575","$203,614,138"
1824,"Nov 18, 2021",King Richard,"$50,000,000","$15,138,334","$37,994,866"
1825,"Nov 19, 2021",C’mon C’mon,"$8,300,000","$2,005,481","$3,299,430"
1826,"Nov 24, 2021",Encanto,"$150,000,000","$96,093,622","$231,041,599"
1827,"Nov 24, 2021",House of Gucci,"$75,000,000","$53,809,574","$147,474,138"
1828,"Nov 24, 2021",Resident Evil: Welcome to Raccoon City,"$25,000,000","$17,000,612","$41,909,091"
1829,"Nov 26, 2021",Licorice Pizza,"$40,000,000","$17,318,007","$32,903,549"
1830,"Dec 1, 2021",Sing 2,"$85,000,000","$162,790,990","$404,534,588"
1831,"Dec 3, 2021",Flee,"$3,400,000","$339,754","$2,062,173"
1832,"Dec 8, 2021",West Side Story,"$100,000,000","$38,530,322","$74,826,329"
1833,"Dec 8, 2021",Don’t Look Up,"$75,000,000",$0,"$762,858"
1834,"Dec 10, 2021",National Champions,"$9,000,000","$475,488","$475,488"
1835,"Dec 14, 2021",Spider-Man: No Way Home,"$200,000,000","$814,115,070","$1,907,836,254"
1836,"Dec 16, 2021",The Matrix Resurrections,"$190,000,000","$40,463,197","$159,197,755"
1837,"Dec 17, 2021",Nightmare Alley,"$60,000,000","$11,338,107","$37,537,773"
1838,"Dec 22, 2021",The King’s Man,"$100,000,000","$37,176,373","$121,125,300"
1839,"Dec 25, 2021",A Journal for Jordan,"$25,000,000","$6,545,174","$6,682,685"
1840,"Dec 30, 2021",Chempion mira,"$7,000,000",$0,"$6,739,989"
1841,"Jan 6, 2022",The 355,"$75,000,000","$14,570,455","$18,902,798"
1842,"Jan 12, 2022",Scream,"$24,000,000","$81,641,405","$138,874,789"
1843,"Jan 21, 2022",The King’s Daughter,"$40,500,000","$1,747,263","$2,157,750"
1844,"Jan 21, 2022",Donkeyhead,"$2,000,000",$0,$0
1845,"Feb 3, 2022",Moonfall,"$150,000,000","$19,060,660","$59,053,195"
1846,"Feb 3, 2022",jackass forever,"$10,000,000","$57,743,451","$74,789,292"
1847,"Feb 9, 2022",Death on the Nile,"$90,000,000","$45,630,104","$130,298,184"
1848,"Feb 9, 2022",Marry Me,"$23,000,000","$22,438,180","$48,774,993"
1849,"Feb 10, 2022",Uncharted,"$120,000,000","$148,648,820","$400,689,914"
1850,"Feb 10, 2022",Blacklight,"$29,000,000","$9,591,094","$16,017,096"
1851,"Feb 18, 2022",Dog,"$15,000,000","$61,778,069","$84,543,632"
1852,"Feb 22, 2022",Dunk or Die,"$350,000",$0,$0
1853,"Feb 25, 2022",Tyler Perry’s A Madea Homecoming,"$20,000,000",$0,$0
1854,"Mar 1, 2022",The Batman,"$200,000,000","$369,345,583","$765,950,479"
1855,"Mar 1, 2022",Red 11,"$7,000",$0,$0
1856,"Mar 4, 2022",A Day to Die,"$5,000,000",$0,"$98,616"
1857,"Mar 10, 2022",Turning Red,"$175,000,000","$1,399,001","$12,271,142"
1858,"Mar 17, 2022",The Bad Guys,"$70,000,000","$97,459,240","$250,901,649"
1859,"Mar 17, 2022",X,"$1,000,000","$11,769,469","$15,113,105"
1860,"Mar 18, 2022",The Outfit,"$5,000,000","$3,344,040","$4,389,636"
1861,"Mar 24, 2022",The Lost City,"$74,000,000","$105,344,029","$192,327,444"
1862,"Mar 25, 2022",Everything Everywhere All At Once,"$25,000,000","$77,169,474","$111,419,433"
1863,"Mar 30, 2022",Sonic the Hedgehog 2,"$90,000,000","$190,872,904","$405,154,426"
1864,"Mar 30, 2022",Morbius,"$75,000,000","$73,865,530","$162,759,437"
1865,"Apr 1, 2022",The Unbearable Weight of Massive Talent,"$30,000,000","$20,300,157","$29,116,320"
1866,"Apr 6, 2022",Fantastic Beasts: The Secrets of Dumbledore,"$200,000,000","$95,850,844","$404,560,145"
1867,"Apr 13, 2022",Father Stu,"$4,000,000","$21,096,678","$21,799,053"
1868,"Apr 15, 2022",Operation Mincemeat,"$6,300,000",$0,"$15,607,881"
1869,"May 4, 2022",Doctor Strange in the Multiverse of Madness,"$200,000,000","$411,331,607","$952,224,986"
1870,"May 20, 2022",Top Gun: Maverick,"$170,000,000","$718,732,821","$1,467,987,219"
1871,"Jun 1, 2022",Jurassic World: Dominion,"$165,000,000","$376,851,080","$1,004,004,592"
1872,"Jun 10, 2022",Mad God,"$150,000","$325,042","$329,009"
1873,"Jun 15, 2022",Lightyear,"$200,000,000","$118,307,188","$218,768,299"
1874,"Jun 16, 2022",Minions: The Rise of Gru,"$80,000,000","$370,270,765","$939,301,597"
1875,"Jun 22, 2022",Elvis,"$85,000,000","$151,416,153","$279,938,634"
1876,"Jun 24, 2022",The Man From Toronto,"$75,000,000",$0,"$470,000"
1877,"Jun 24, 2022",Marcel the Shell with Shoes On,"$6,000,000","$6,333,703","$6,983,781"
1878,"Jul 1, 2022",Thor: Love and Thunder,"$250,000,000","$343,256,830","$760,928,081"
1879,"Jul 13, 2022",The Gray Man,"$200,000,000",$0,"$451,178"
1880,"Jul 14, 2022",Bullet Train,"$85,900,000","$103,368,602","$238,534,963"
1881,"Jul 15, 2022",Paws of Fury: The Legend of Hank,"$45,000,000","$17,811,382","$40,166,138"
1882,"Jul 15, 2022",Where the Crawdads Sing,"$24,000,000","$90,230,760","$136,539,552"
1883,"Jul 15, 2022",Mrs. Harris Goes to Paris,"$13,000,000","$10,433,915","$31,098,475"
1884,"Jul 21, 2022",Nope,"$68,000,000","$123,277,080","$172,039,087"
1885,"Jul 27, 2022",DC League of Super Pets,"$90,000,000","$93,657,117","$203,891,589"
1886,"Jul 28, 2022",Triangle of Sadness,"$15,600,000","$4,608,096","$32,890,983"
1887,"Aug 5, 2022",Prey,"$65,000,000",$0,$0
1888,"Aug 10, 2022",Beast,"$36,000,000","$31,846,530","$59,168,339"
1889,"Aug 24, 2022",Three Thousand Years of Longing,"$60,000,000","$8,286,741","$21,245,954"
1890,"Sep 8, 2022",Ticket to Paradise,"$60,000,000","$68,275,985","$168,576,981"
1891,"Sep 8, 2022",Barbarian,"$4,500,000","$40,842,944","$45,352,337"
1892,"Sep 14, 2022",Armageddon Time,"$15,000,000","$1,872,625","$6,568,234"
1893,"Sep 15, 2022",The Woman King,"$50,000,000","$67,328,130","$94,374,749"
1894,"Sep 28, 2022",Smile,"$17,000,000","$105,935,048","$217,068,735"
1895,"Sep 30, 2022",Hocus Pocus 2,"$40,000,000",$0,$0
1896,"Oct 6, 2022",Amsterdam,"$80,000,000","$14,947,969","$29,400,826"
1897,"Oct 6, 2022","Lyle, Lyle, Crocodile","$50,000,000","$46,888,441","$107,192,068"
1898,"Oct 6, 2022",Terrifier 2,"$250,000","$10,962,502","$15,702,292"
1899,"Oct 12, 2022",Halloween Ends,"$20,000,000","$64,079,860","$105,400,796"
1900,"Oct 19, 2022",Black Adam,"$200,000,000","$168,283,344","$390,455,088"
1901,"Oct 21, 2022",The Banshees of Inisherin,"$20,000,000","$10,582,266","$52,344,724"
1902,"Oct 28, 2022",The Lair,"$5,800,000",$0,"$66,980"
1903,"Nov 9, 2022",Black Panther: Wakanda Forever,"$250,000,000","$453,829,060","$853,985,546"
1904,"Nov 9, 2022",Guillermo Del Toro’s Pinocchio,"$35,000,000",$0,"$86,906"
1905,"Nov 16, 2022",The Menu,"$30,000,000","$41,280,699","$75,820,378"
1906,"Nov 18, 2022",The Inspection,"$3,000,000","$385,627","$430,608"
1907,"Nov 22, 2022",Strange World,"$135,000,000","$39,089,002","$70,699,728"
1908,"Nov 30, 2022",Violent Night,"$20,000,000","$50,057,405","$76,599,977"
1909,"Dec 1, 2022",I Heard the Bells,"$3,000,000","$5,644,104","$5,679,324"
1910,"Dec 2, 2022",Emancipation,"$120,000,000",$0,$0
1911,"Dec 2, 2022",Puss in Boots: The Last Wish,"$90,000,000","$186,090,535","$485,261,411"
1912,"Dec 9, 2022",Avatar: The Way of Water,"$460,000,000","$684,075,767","$2,317,514,386"
1913,"Dec 21, 2022",The Whale,"$3,000,000","$17,453,440","$54,044,481"
1914,"Dec 23, 2022",Babylon,"$110,000,000","$16,596,054","$64,474,137"
1915,"Dec 25, 2022",A Man Called Otto,"$50,000,000","$64,267,657","$108,641,148"
1916,"Dec 28, 2022",Kiljuset!,"$1,606,057",$0,"$1,029,483"
1917,"Jan 4, 2023",Hamsterit,"$1,784,448",$0,"$699,804"
1918,"Jan 5, 2023",Operation Fortune: Ruse de guerre,"$50,000,000","$6,496,125","$27,835,815"
1919,"Jan 13, 2023",Järjettömän paska idea,"$1,705,215",$0,"$213,089"
1920,"Jan 13, 2023",Pertsa & Kilu 2,"$1,227,229",$0,"$752,464"
1921,"Jan 13, 2023",Skinamarink,"$15,000","$2,052,272","$2,092,787"
1922,"Feb 1, 2023",Knock at the Cabin,"$20,000,000","$35,397,980","$54,712,735"
1923,"Feb 3, 2023",80 for Brady,"$28,000,000","$39,448,525","$40,384,027"
1924,"Feb 15, 2023",Ant-Man and the Wasp: Quantumania,"$200,000,000","$214,506,909","$463,635,303"
1925,"Feb 24, 2023",Jesus Revolution,"$15,000,000","$52,102,987","$53,381,966"
1926,"Mar 1, 2023",Creed III,"$75,000,000","$156,248,615","$274,448,615"
1927,"Mar 2, 2023",Dungeons & Dragons: Honor Among Thieves,"$150,000,000","$93,549,650","$207,854,947"
1928,"Mar 8, 2023",Scream VI,"$35,000,000","$108,391,107","$169,063,850"
1929,"Mar 9, 2023",65,"$45,000,000","$32,062,904","$56,241,027"
1930,"Mar 15, 2023",Shazam! Fury of the Gods,"$125,000,000","$57,721,819","$132,276,175"
1931,"Mar 22, 2023",John Wick: Chapter 4,"$100,000,000","$187,131,806","$432,474,706"
1932,"Mar 25, 2023",Knights of the Zodiac,"$60,000,000","$1,090,155","$6,951,086"
1933,"Mar 30, 2023",His Only Son,"$250,000","$12,084,084","$13,506,715"
1934,"Apr 4, 2023",The Super Mario Bros. Movie,"$100,000,000","$574,934,330","$1,361,644,336"
1935,"Apr 5, 2023",The Pope’s Exorcist,"$18,000,000","$20,009,380","$72,913,467"
1936,"Apr 6, 2023",Renfield,"$86,203,077","$17,297,895","$26,874,347"
1937,"Apr 14, 2023",Beau is Afraid,"$35,000,000","$8,176,562","$11,177,681"
1938,"Apr 21, 2023",Big George Foreman: The Miraculous Story of the…,"$32,000,000","$5,426,772","$5,703,197"
1939,"Apr 28, 2023","Are You There God? It’s Me, Margaret","$30,000,000","$20,372,406","$21,498,192"
1940,"May 3, 2023",Guardians of the Galaxy Vol 3,"$250,000,000","$358,995,815","$845,468,744"
1941,"May 16, 2023",Jeanne du Barry,"$22,400,000",$0,"$6,908,025"
1942,"May 17, 2023",Fast X,"$340,000,000","$146,126,015","$714,588,307"
